room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
305286,691692,Private room,,Arroios,4,4.5,2.0,1.0,35.0,2.0,38.728881,-9.136134,2016-03-20 23:51:55.648407
1471802,7834288,Entire home/apt,,Estrela,89,5.0,2.0,1.0,70.0,3.0,38.709881,-9.154177,2016-03-20 23:51:50.879622
1566640,1277626,Entire home/apt,,Santa Maria Maior,67,4.5,4.0,1.0,68.0,,38.711202,-9.137815,2016-03-20 23:51:41.660577
3264849,6474940,Entire home/apt,,Santa Maria Maior,66,5.0,4.0,1.0,53.0,1.0,38.709976,-9.128102,2016-03-20 23:51:39.040822
9223655,24354251,Entire home/apt,,Santa Maria Maior,16,5.0,2.0,1.0,45.0,2.0,38.712485,-9.129156,2016-03-20 23:51:32.117345
7525247,21980829,Entire home/apt,,Santo António,42,5.0,,3.0,102.0,,38.721456,-9.143888,2016-03-20 23:51:26.739166
9540272,49413468,Entire home/apt,,Santo António,0,,4.0,1.0,58.0,,38.723311,-9.145293,2016-03-20 23:51:23.580874
7926282,29804395,Entire home/apt,,Estrela,4,4.5,,3.0,209.0,3.0,38.7132,-9.155391,2016-03-20 23:51:19.970786
4106526,21304882,Entire home/apt,,São Vicente,5,4.5,5.0,2.0,60.0,2.0,38.720396,-9.131777,2016-03-20 23:50:25.188135
3443665,17355671,Entire home/apt,,Campo de Ourique,16,4.5,,1.0,88.0,2.0,38.719461,-9.161566,2016-03-20 23:50:23.141891
893583,4742491,Entire home/apt,,Estrela,98,5.0,4.0,1.0,53.0,2.0,38.708001,-9.153938,2016-03-20 23:50:14.664399
3627173,17883136,Entire home/apt,,Arroios,2,5.0,5.0,2.0,81.0,3.0,38.715976,-9.139043,2016-03-20 23:49:53.023680
4932368,14336284,Private room,,Arroios,3,4.5,2.0,1.0,29.0,1.0,38.730945,-9.140848,2016-03-20 23:49:50.433056
1184976,405842,Entire home/apt,,Campolide,3,4.5,3.0,2.0,58.0,15.0,38.726972,-9.164028,2016-03-20 23:49:45.062693
3627508,628095,Entire home/apt,,Penha de França,0,,5.0,3.0,58.0,4.0,38.727806,-9.129538,2016-03-20 23:49:41.791818
6571584,3585168,Entire home/apt,,Arroios,18,5.0,2.0,1.0,58.0,2.0,38.732596,-9.133133,2016-03-20 23:49:33.398298
11296679,59010273,Private room,,Arroios,0,,2.0,1.0,45.0,1.0,38.723084,-9.132546,2016-03-20 23:49:30.700604
8819346,34944145,Private room,,Arroios,1,5.0,2.0,1.0,20.0,1.0,38.72595,-9.133875,2016-03-20 23:49:27.782830
5497357,3431556,Entire home/apt,,São Vicente,48,4.5,,2.0,69.0,2.0,38.714543,-9.12932,2016-03-20 23:49:22.574785
9287842,3953109,Entire home/apt,,Estrela,0,,4.0,2.0,139.0,3.0,38.702666,-9.17397,2016-03-20 23:49:16.282654
10359845,53320272,Private room,,Avenidas Novas,0,,2.0,1.0,29.0,1.0,38.73419,-9.149455,2016-03-20 23:49:05.921734
4840229,14227941,Private room,,Arroios,0,,2.0,1.0,42.0,1.0,38.724394,-9.136385,2016-03-20 23:48:53.703432
10675294,12440310,Private room,,Santa Maria Maior,2,5.0,2.0,1.0,34.0,,38.712367,-9.142162,2016-03-20 23:48:50.956341
1050509,5778494,Private room,,Penha de França,6,3.5,2.0,1.0,40.0,1.0,38.732942,-9.127833,2016-03-20 23:48:42.631328
3431480,2105195,Entire home/apt,,São Vicente,3,3.0,5.0,2.0,72.0,2.0,38.713744,-9.130259,2016-03-20 23:48:33.555444
10013037,51316277,Private room,,Avenidas Novas,0,,2.0,1.0,58.0,1.0,38.728493,-9.150273,2016-03-20 23:48:29.662261
4548410,22078192,Entire home/apt,,Santa Maria Maior,5,5.0,4.0,1.0,230.0,1.0,38.714755,-9.134525,2016-03-20 23:48:24.946920
471319,2338052,Private room,,Santo António,5,5.0,1.0,1.0,40.0,1.0,38.723515,-9.155484,2016-03-20 23:48:01.688453
1333402,798869,Entire home/apt,,Misericórdia,16,4.0,,5.0,113.0,,38.714158,-9.149125,2016-03-20 23:47:53.120835
9109179,17181556,Private room,,Alcântara,2,5.0,2.0,1.0,93.0,1.0,38.700342,-9.180594,2016-03-20 23:47:45.978380
9899855,1714073,Entire home/apt,,Santo António,2,5.0,4.0,1.0,48.0,2.0,38.719807,-9.141367,2016-03-20 23:47:42.793996
4862145,19905749,Entire home/apt,,Misericórdia,39,5.0,4.0,1.0,79.0,2.0,38.716362,-9.152955,2016-03-20 23:47:40.106273
11735736,10052131,Entire home/apt,,Parque das Nações,0,,,3.0,232.0,3.0,38.766389,-9.096665,2016-03-20 23:47:30.741792
501831,2476255,Private room,,Misericórdia,5,4.5,2.0,1.0,58.0,2.0,38.70876,-9.146794,2016-03-20 23:47:26.092938
4013675,8582707,Entire home/apt,,Belém,4,4.0,3.0,2.0,52.0,5.0,38.700911,-9.196453,2016-03-20 23:47:18.629199
10968486,15578909,Private room,,Campo de Ourique,0,,2.0,1.0,35.0,1.0,38.719577,-9.16911,2016-03-20 23:47:15.531903
826167,4334270,Private room,,Santa Maria Maior,28,5.0,1.0,1.0,34.0,4.0,38.714453,-9.137901,2016-03-20 23:47:13.086665
9801011,19729152,Entire home/apt,,Arroios,0,,4.0,1.0,53.0,2.0,38.722072,-9.13197,2016-03-20 23:47:10.877977
3039972,14851217,Entire home/apt,,Misericórdia,14,4.5,,2.0,93.0,2.0,38.712326,-9.150888,2016-03-20 23:46:58.777456
1119065,6140990,Private room,,Penha de França,0,,2.0,1.0,75.0,5.0,38.737309,-9.129603,2016-03-20 23:46:56.397917
832213,520897,Entire home/apt,,Misericórdia,6,4.5,4.0,1.0,64.0,2.0,38.711194,-9.150543,2016-03-20 23:46:53.085250
304025,682628,Entire home/apt,,Misericórdia,12,4.0,,3.0,99.0,2.0,38.713453,-9.144709,2016-03-20 23:46:43.051244
7835658,41270403,Private room,,Penha de França,0,,1.0,1.0,28.0,1.0,38.727461,-9.130413,2016-03-20 23:46:39.653442
4439037,11093680,Entire home/apt,,Misericórdia,25,4.5,4.0,2.0,128.0,3.0,38.715816,-9.14847,2016-03-20 23:46:32.910004
2973124,15125584,Entire home/apt,,Misericórdia,1,5.0,3.0,1.0,147.0,1.0,38.713171,-9.146759,2016-03-20 23:46:16.227144
1919246,5471155,Entire home/apt,,Campolide,1,3.0,2.0,1.0,30.0,4.0,38.729858,-9.164081,2016-03-20 23:46:14.061056
1410232,7604618,Entire home/apt,,Estrela,31,4.5,2.0,0.0,37.0,,38.70531,-9.170673,2016-03-20 23:46:04.351839
9987368,51316277,Private room,,Avenidas Novas,0,,2.0,1.0,58.0,1.0,38.727904,-9.14849,2016-03-20 23:45:54.714486
6021991,7935318,Entire home/apt,,São Vicente,42,4.5,4.0,2.0,39.0,2.0,38.713687,-9.130086,2016-03-20 23:45:50.199057
2963160,15122053,Entire home/apt,,São Vicente,31,4.5,5.0,0.0,34.0,2.0,38.718327,-9.121836,2016-03-20 23:45:48.131695
