room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
12533315,67897539,Shared room,,Parque das Nações,9,4.5,3,1.0,43.0,,38.782413,-9.09824,2017-02-21 13:23:23.893728
8946600,46762399,Shared room,,Avenidas Novas,1,0.0,3,1.0,60.0,,38.730823,-9.148878,2017-02-21 13:23:23.891394
14568376,89310636,Shared room,,Olivais,7,3.5,3,1.0,52.0,,38.759804,-9.106148,2017-02-21 13:23:23.888760
14065542,78249982,Shared room,,Misericórdia,4,4.5,10,1.0,22.0,,38.706182,-9.142209,2017-02-21 13:23:21.692674
2382263,11481927,Shared room,,São Vicente,4,5.0,6,1.0,19.0,,38.713416,-9.129443,2017-02-21 13:23:21.689616
2376711,11481927,Shared room,,São Vicente,5,4.0,4,1.0,19.0,,38.713841,-9.130053,2017-02-21 13:23:21.687203
12064251,64460695,Shared room,,Estrela,20,4.0,8,1.0,12.0,,38.706379,-9.157019,2017-02-21 13:23:21.684797
9577152,49576492,Shared room,,Misericórdia,0,0.0,8,1.0,20.0,,38.708614,-9.143986,2017-02-21 13:23:21.681791
12070663,64460695,Shared room,,Estrela,3,4.0,7,1.0,13.0,,38.70661,-9.158411,2017-02-21 13:23:21.679581
12070760,64460695,Shared room,,Estrela,0,0.0,6,1.0,14.0,,38.706692,-9.158141,2017-02-21 13:23:21.677360
11692742,28812904,Shared room,,Santa Maria Maior,2,0.0,1,1.0,11.0,,38.711958,-9.13677,2017-02-21 13:23:21.674998
12070865,64460695,Shared room,,Estrela,1,0.0,6,1.0,14.0,,38.707347,-9.156651,2017-02-21 13:23:21.672626
3341005,989214,Shared room,,Santa Maria Maior,35,4.5,9,1.0,20.0,,38.712214,-9.140632,2017-02-21 13:23:21.669875
16479635,105922671,Shared room,,Misericórdia,0,0.0,10,1.0,11.0,,38.709847,-9.150418,2017-02-21 13:23:21.667521
4638510,989214,Shared room,,Santa Maria Maior,27,4.5,6,1.0,20.0,,38.713043,-9.140443,2017-02-21 13:23:21.665141
