room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
3049237,1079,15020890,Shared room,,Lisbon,,Areeiro,0,0.0,1,1.0,,159.0,,CHAMPIONS!Aprtmt cerca Estadio Luz!,2017-04-18 11:30:37.327208,38.738405,-9.134452,0101000020E61000007AC37DE4D64422C0F819170E845E4340
13514728,1079,77597089,Shared room,,Lisbon,,Lumiar,0,0.0,2,1.0,,164.0,,Autocaravana com condutor,2017-04-18 11:30:37.323960,38.761582,-9.170725,0101000020E61000001D386744695722C0739CDB847B614340
17286309,1079,95779617,Shared room,,Lisbon,,Arroios,0,0.0,1,1.0,,132.0,,"Apartamento, quarto sala",2017-04-18 11:30:35.956214,38.732699,-9.135252,0101000020E6100000EB6F09C03F4522C0EC67B114C95D4340
13844212,1079,39832910,Shared room,,Lisbon,,Lumiar,2,0.0,7,1.0,,108.0,,Luxury and quite apartment,2017-04-18 11:30:34.698318,38.768529,-9.156442,0101000020E61000001171732A195022C0888384285F624340
349975,1079,1466881,Shared room,,Lisbon,,Santo António,0,0.0,4,1.0,,109.0,,BERNARDIM WHITE  IN LISBON,2017-04-18 11:30:34.695542,38.725445,-9.143818,0101000020E6100000FA264D83A24922C0FB05BB61DB5C4340
12868601,1079,67452133,Shared room,,Lisbon,,Arroios,0,0.0,10,1.0,,109.0,,Large artistic room - Lisbon city center,2017-04-18 11:30:34.693284,38.73144,-9.135025,0101000020E6100000E9482EFF214522C03D7E6FD39F5D4340
1006509,1079,5534910,Shared room,,Lisbon,,Santo António,0,0.0,8,1.0,,109.0,,Shared Dorms Lisbon,2017-04-18 11:30:34.690447,38.715926,-9.144646,0101000020E610000093FE5E0A0F4A22C0952D9276A35B4340
13315683,1079,67452133,Shared room,,Lisbon,,Arroios,0,0.0,5,1.0,,88.0,,Large family/friends room - central Lisbon,2017-04-18 11:30:33.257913,38.729719,-9.136937,0101000020E61000008639419B1C4622C08A22A46E675D4340
14568112,1079,89310636,Shared room,,Lisbon,,Olivais,4,3.0,4,1.0,,79.0,,Amazing Room with Breakfast!!!,2017-04-18 11:30:32.356536,38.759296,-9.104388,0101000020E610000090300C58723522C0E7FD7F9C30614340
13561521,1079,67452133,Shared room,,Lisbon,,Arroios,0,0.0,3,1.0,,82.0,,Triple room - central Lisbon,2017-04-18 11:30:32.353870,38.731113,-9.135176,0101000020E61000007F68E6C9354522C019575C1C955D4340
14481264,1079,89310636,Shared room,,Lisbon,,Olivais,5,3.5,4,1.0,,66.0,,Amazing Room with Breakfast,2017-04-18 11:30:32.350755,38.759977,-9.104724,0101000020E61000006D3656629E3522C0295B24ED46614340
14124864,1079,67452133,Shared room,,Lisbon,,Arroios,0,0.0,4,1.0,,76.0,,Original room for 4 - Lisbon (city center),2017-04-18 11:30:32.347806,38.729892,-9.134972,0101000020E61000005DC0CB0C1B4522C057CEDE196D5D4340
14348377,1079,84472028,Shared room,,Lisbon,,São Vicente,0,0.0,5,1.0,,59.0,,Lisboa Arte Hostel - Shared Room 2,2017-04-18 11:30:31.024742,38.715985,-9.119991,0101000020E6100000F1A0D9756F3D22C09AB67F65A55B4340
17953842,1079,123079348,Shared room,,Lisbon,,Arroios,0,0.0,2,1.0,,45.0,,Espaço para casal nos Anjos,2017-04-18 11:30:31.022683,38.727834,-9.136257,0101000020E6100000C0B33D7AC34522C05C751DAA295D4340
17941583,1079,123079348,Shared room,,Lisbon,,Arroios,0,0.0,3,1.0,,47.0,,Room Almirante Reis,2017-04-18 11:30:31.020626,38.731765,-9.136077,0101000020E6100000C07971E2AB4522C0C1ADBB79AA5D4340
4686135,1079,24225052,Shared room,,Lisbon,,Areeiro,9,5.0,4,1.0,,53.0,,Shared Room / Whole room / 4 Beds,2017-04-18 11:30:31.018601,38.73886,-9.128114,0101000020E6100000CA518028984122C04A29E8F6925E4340
12533315,1079,67897539,Shared room,,Lisbon,,Parque das Nações,10,4.5,3,1.0,,44.0,,Camper Van,2017-04-18 11:30:31.016077,38.782413,-9.09824,0101000020E61000006E5166834C3222C08D7BF31B26644340
8946600,1079,46762399,Shared room,,Lisbon,,Avenidas Novas,1,0.0,3,1.0,,60.0,,Mixed tripple room,2017-04-18 11:30:31.010775,38.730823,-9.148878,0101000020E61000001230BABC394C22C01215AA9B8B5D4340
18095219,1079,124631137,Shared room,,Lisbon,,Arroios,0,0.0,3,1.0,,54.0,,crape myrtle,2017-04-18 11:30:31.008675,38.726926,-9.139317,0101000020E6100000BD8DCD8E544722C0594E42E90B5D4340
17954348,1079,123079348,Shared room,,Lisbon,,Arroios,1,0.0,2,1.0,,45.0,,Double Room Anjos,2017-04-18 11:30:31.006557,38.732005,-9.134631,0101000020E6100000390EBC5AEE4422C016C1FF56B25D4340
14568376,1079,89310636,Shared room,,Lisbon,,Olivais,7,3.5,3,1.0,,52.0,,Amazing Room with Breakfast!,2017-04-18 11:30:31.003517,38.759804,-9.106148,0101000020E61000005512D907593622C05CAFE94141614340
8954685,1079,46550307,Shared room,,Lisbon,,Santo António,1,0.0,8,1.0,,14.0,,Girls Exploring the City of lisbon!,2017-04-18 11:30:29.756885,38.717113,-9.145,0101000020E61000000AD7A3703D4A22C0AA44D95BCA5B4340
12070760,1079,64460695,Shared room,,Lisbon,,Estrela,0,0.0,6,1.0,,14.0,,Kab+1 Hostel - Amsterdam Room,2017-04-18 11:30:29.754207,38.706692,-9.158141,0101000020E610000040506EDBF75022C0232C2AE2745A4340
5725814,1079,29676067,Shared room,,Lisbon,,Misericórdia,23,5.0,6,1.0,,20.0,,Cosy and charming 6 bed dorm,2017-04-18 11:30:29.751799,38.71414,-9.144854,0101000020E6100000BB63B14D2A4A22C0FA6184F0685B4340
9895119,1079,50896149,Shared room,,Lisbon,,Santo António,5,4.0,8,1.0,,18.0,,The Elevator Hostel,2017-04-18 11:30:29.749577,38.71876,-9.141471,0101000020E610000032AA0CE36E4822C024D6E253005C4340
12070663,1079,64460695,Shared room,,Lisbon,,Estrela,3,4.0,7,1.0,,13.0,,Kab+1 Hostel - New York Room,2017-04-18 11:30:29.746451,38.70661,-9.158411,0101000020E61000003FA7203F1B5122C066834C32725A4340
5392355,1079,5799522,Shared room,,Lisbon,,Santo António,0,0.0,6,1.0,,22.0,,6-bed female only room,2017-04-18 11:30:29.743419,38.722539,-9.144064,0101000020E6100000D80FB1C1C24922C0D28A6F287C5C4340
16479635,1079,105922671,Shared room,,Lisbon,,Misericórdia,0,0.0,10,1.0,,11.0,,Dorm bed in Lisbon's most social hostel,2017-04-18 11:30:29.737650,38.709847,-9.150418,0101000020E61000009F758D96034D22C0F5143944DC5A4340
12064251,1079,64460695,Shared room,,Lisbon,,Estrela,20,4.0,8,1.0,,12.0,,Kab+1 Hostel - London Room,2017-04-18 11:30:29.734034,38.706379,-9.157019,0101000020E610000085B35BCB645022C064CA87A06A5A4340
14297674,1079,86685076,Shared room,,Lisbon,,Santa Maria Maior,3,3.0,2,1.0,,28.0,,Twin room (DORMITORY STYLE),2017-04-18 11:30:29.731736,38.717797,-9.13411,0101000020E61000001422E010AA4422C05D15A8C5E05B4340
13556777,1079,77905788,Shared room,,Lisbon,,Arroios,1,0.0,7,1.0,,14.0,,Guest House & Hostel - LB,2017-04-18 11:30:29.728879,38.734037,-9.133879,0101000020E61000000C3ECDC98B4422C0E886A6ECF45D4340
2382263,1079,11481927,Shared room,,Lisbon,,São Vicente,4,5.0,6,1.0,,19.0,,Alfama Patio Hostel 6 Mixed Ensuite,2017-04-18 11:30:29.726121,38.713416,-9.129443,0101000020E61000006B64575A464222C0B9382A37515B4340
9577152,1079,49576492,Shared room,,Lisbon,,Misericórdia,0,0.0,8,1.0,,20.0,,Lost Inn Lisbon Hostel - 8 bed dorm,2017-04-18 11:30:29.722749,38.708614,-9.143986,0101000020E6100000E9297288B84922C06EBE11DDB35A4340
3420550,1079,5799522,Shared room,,Lisbon,,Santo António,10,4.0,9,1.0,,18.0,,9-bed shared dorm,2017-04-18 11:30:29.719665,38.723686,-9.142573,0101000020E6100000D1950854FF4822C05A492BBEA15C4340
4638510,1079,989214,Shared room,,Lisbon,,Santa Maria Maior,27,4.5,6,1.0,,22.0,,5 SINS Chiado Hostel - 6 Beds Dorm,2017-04-18 11:30:29.717102,38.713043,-9.140443,0101000020E61000007DE71725E84722C024D236FE445B4340
11839136,1079,53320272,Shared room,,Lisbon,,Avenidas Novas,1,0.0,6,1.0,,16.0,,Swallow Hostel 15 sinta-se em casa!,2017-04-18 11:30:29.714783,38.733663,-9.149497,0101000020E610000042B3EBDE8A4C22C083A44FABE85D4340
16389020,1079,105922671,Shared room,,Lisbon,,Misericórdia,0,0.0,6,1.0,,11.0,,6-bed dorm in the most social hostel in Lisbon,2017-04-18 11:30:29.711583,38.708636,-9.149537,0101000020E61000007B15191D904C22C056629E95B45A4340
697493,1079,3573506,Shared room,,Lisbon,,Campo de Ourique,0,0.0,10,1.0,,16.0,,Budget Apartment in downtown Lisbon,2017-04-18 11:30:28.102129,38.717711,-9.156486,0101000020E61000004F90D8EE1E5022C05F7D3CF4DD5B4340
14065542,1079,78249982,Shared room,,Lisbon,,Misericórdia,4,4.5,10,1.0,,22.0,,Sunset Destination Hostel - Dorms,2017-04-18 11:30:28.099927,38.706182,-9.142209,0101000020E6100000CB64389ECF4822C00E83F92B645A4340
17786406,1079,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,21.0,,Lisboa Tu & Eu Hostel - VIII,2017-04-18 11:30:28.095410,38.709986,-9.13262,0101000020E61000004E97C5C4E64322C0164F3DD2E05A4340
17786062,1079,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,21.0,,Lisboa Tu & Eu Hostel - VI,2017-04-18 11:30:28.093196,38.710411,-9.132191,0101000020E6100000ADA6EB89AE4322C0FDDB65BFEE5A4340
17378510,1079,117425901,Shared room,,Lisbon,,Arroios,0,0.0,8,1.0,,15.0,,Cais Sodre Room - Metro Hostel,2017-04-18 11:30:28.091014,38.734935,-9.142788,0101000020E6100000C2853C821B4922C0C7D79E59125E4340
3341005,1079,989214,Shared room,,Lisbon,,Santa Maria Maior,35,4.5,9,1.0,,20.0,,5 Sins Chiado Hostel 9 Bed Dorm,2017-04-18 11:30:28.088228,38.712214,-9.140632,0101000020E6100000CA8AE1EA004822C06EE00ED4295B4340
7776066,1079,12771657,Shared room,,Lisbon,,Misericórdia,10,4.5,6,1.0,,14.0,,Best place in lisbon 6bed,2017-04-18 11:30:28.085471,38.713706,-9.145412,0101000020E610000054E41071734A22C0C07ADCB75A5B4340
15488916,1079,99041816,Shared room,,Lisbon,,Misericórdia,0,0.0,6,1.0,,18.0,,Surf'in Chiado - Bed in 6 Mix Room,2017-04-18 11:30:28.083242,38.711702,-9.143841,0101000020E6100000DBA50D87A54922C0B83F170D195B4340
286153,1079,1489229,Shared room,,Lisbon,,Campolide,27,4.5,3,1.0,,11.0,,Shared Dorm / shared appartment -1,2017-04-18 11:30:28.080714,38.729525,-9.167495,0101000020E6100000AF7C96E7C15522C0A54E4013615D4340
11836748,1079,53320272,Shared room,,Lisbon,,Avenidas Novas,6,4.0,8,1.0,,16.0,,Swallow Hostel 7 sinta-se em casa!,2017-04-18 11:30:28.078590,38.733844,-9.150675,0101000020E61000004CA60A46254D22C0D32EA699EE5D4340
6360109,1079,29676067,Shared room,,Lisbon,,Misericórdia,25,4.5,9,1.0,,19.0,,Bright 9 bed dorm with superb view,2017-04-18 11:30:28.076410,38.714227,-9.143829,0101000020E6100000CA6E66F4A34922C0C97553CA6B5B4340
10397682,1079,32344156,Shared room,,Lisbon,,Misericórdia,15,5.0,8,1.0,,13.0,,Bed in Elegant 8 bedded dormitory,2017-04-18 11:30:28.074334,38.714696,-9.148736,0101000020E6100000C879FF1F274C22C0804A95287B5B4340
6728398,1079,28812904,Shared room,,Lisbon,,Santa Maria Maior,3,2.5,1,1.0,,11.0,,Lisbon Cozy Flat - Bunk Beds 4,2017-04-18 11:30:28.071892,38.710566,-9.135661,0101000020E610000071AFCC5B754522C024D3A1D3F35A4340
17784892,1079,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,21.0,,Lisboa Tu & Eu - III,2017-04-18 11:30:28.069897,38.710639,-9.132414,0101000020E6100000AA108FC4CB4322C08E210038F65A4340
14328744,1079,3573506,Shared room,,Lisbon,,Santo António,0,0.0,10,1.0,,16.0,,ACM/YMCA Lisboa,2017-04-18 11:30:28.067784,38.719935,-9.15489,0101000020E610000073F4F8BD4D4F22C0751F80D4265C4340
17784456,1079,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,21.0,,Lisboa Tu & Eu - II,2017-04-18 11:30:28.065715,38.70921,-9.133637,0101000020E61000003412A1116C4422C082FFAD64C75A4340
5557699,1079,28812904,Shared room,,Lisbon,,Santa Maria Maior,22,4.0,1,1.0,,10.0,,Lisbon Cozy Flat - Bunk Beds 1,2017-04-18 11:30:28.063715,38.712782,-9.137569,0101000020E610000008E3A7716F4622C0B796C9703C5B4340
11839628,1079,53320272,Shared room,,Lisbon,,Avenidas Novas,2,0.0,10,1.0,,16.0,,Swallow Hostel 17 sinta-se em casa!,2017-04-18 11:30:28.060525,38.733829,-9.149238,0101000020E610000012A452EC684C22C09EEDD11BEE5D4340
11838855,1079,53320272,Shared room,,Lisbon,,Avenidas Novas,0,0.0,6,1.0,,16.0,,Swallow Hostel 14 sinta-se em casa!,2017-04-18 11:30:25.315455,38.734156,-9.150111,0101000020E61000002B8A5759DB4C22C0C214E5D2F85D4340
11319185,1079,58899339,Shared room,,Lisbon,,Avenidas Novas,0,0.0,9,1.0,,14.0,,NestHouse Lisbon Hostel Mixed Dorm,2017-04-18 11:30:25.313337,38.735702,-9.144458,0101000020E6100000884A2366F64922C008CDAE7B2B5E4340
2376715,1079,11481927,Shared room,,Lisbon,,São Vicente,38,4.5,6,1.0,,16.0,,Alfama Patio Hostel - 6 Bed Dorm,2017-04-18 11:30:25.311245,38.713968,-9.127718,0101000020E61000009738F240644122C0FD31AD4D635B4340
17785801,1079,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,21.0,,Lisboa Tu & Eu Hostel - V,2017-04-18 11:30:25.306884,38.710202,-9.134,0101000020E6100000F853E3A59B4422C0E3C62DE6E75A4340
2376711,1079,11481927,Shared room,,Lisbon,,São Vicente,5,4.0,4,1.0,,19.0,,Alfama Patio Hostel - 4 Bed Dorm,2017-04-18 11:30:25.304686,38.713841,-9.130053,0101000020E61000004E7E8B4E964222C0A0C552245F5B4340
1830748,1079,9575555,Shared room,,Lisbon,,Misericórdia,30,4.5,16,1.0,,16.0,,"Royal Prince Hostel, em  Lisboa",2017-04-18 11:30:25.302450,38.714144,-9.150125,0101000020E6100000BE9F1A2FDD4C22C03B511212695B4340
17789633,1079,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,21.0,,Lisboa Tu & Eu Hostel - XII,2017-04-18 11:30:25.300319,38.708686,-9.132131,0101000020E61000005793A7ACA64322C008910C39B65A4340
2436492,1079,12452885,Shared room,,Lisbon,,Alcântara,0,0.0,2,1.0,,38.0,,"Cosy studio flat, central and quiet",2017-04-18 11:30:25.296691,38.702893,-9.18439,0101000020E61000003C6BB75D685E22C02ECBD765F8594340
11015580,1079,32344156,Shared room,,Lisbon,,Misericórdia,15,4.5,8,1.0,,14.0,,Bed in Bright 8 bedded Dormitory,2017-04-18 11:30:25.294385,38.714269,-9.148023,0101000020E6100000931CB0ABC94B22C0F8C5A52A6D5B4340
13116032,1079,72951043,Shared room,,Lisbon,,Arroios,1,0.0,8,1.0,,10.0,,Nicely Hostel,2017-04-18 11:30:25.291383,38.735619,-9.132748,0101000020E61000000438BD8BF74322C07AA86DC3285E4340
11058290,1079,1379661,Shared room,,Lisbon,,Santa Maria Maior,34,4.5,8,1.0,,20.0,,Bed in a 8-bed dorm @ This Is Lisbon Hostel,2017-04-18 11:30:25.288626,38.715726,-9.132671,0101000020E610000057410C74ED4322C0CD72D9E89C5B4340
5723547,1079,29676067,Shared room,,Lisbon,,Misericórdia,38,5.0,12,1.0,,14.0,,The backpacker's spacious 12 bed,2017-04-18 11:30:25.285768,38.715266,-9.144653,0101000020E61000005D8940F50F4A22C06AF816D68D5B4340
18154042,1079,124601372,Shared room,,Lisbon,,Avenidas Novas,0,0.0,6,1.0,,19.0,,Brother`s Hostel,2017-04-18 11:30:25.283259,38.727408,-9.14877,0101000020E61000007940D9942B4C22C0A46C91B41B5D4340
13231767,1079,1379661,Shared room,,Lisbon,,Santa Maria Maior,28,4.5,6,1.0,,21.0,,Bed in a 6-bed dorm @ This Is Lisbon Hostel,2017-04-18 11:30:18.583531,38.715699,-9.134668,0101000020E6100000ADA23F34F34422C0D4635B069C5B4340
13219674,1079,73826302,Shared room,,Lisbon,,Arroios,13,4.0,4,1.0,,13.0,,Fly to Lisbon Hostel 4 Mixed Bed Dorm,2017-04-18 11:30:18.578152,38.727017,-9.141158,0101000020E6100000362383DC454822C069519FE40E5D4340
12262991,1079,6981742,Shared room,,Lisbon,,Alvalade,4,4.5,2,1.0,,29.0,,MiniRoom1 (in Dorm) Nesha Guesthouse Lisbon,2017-04-18 11:30:18.575761,38.745851,-9.135649,0101000020E6100000607825C9734522C02E58AA0B785F4340
9019111,1079,46762399,Shared room,,Lisbon,,Avenidas Novas,9,4.0,6,1.0,,16.0,,Shared mixed bunkbed room 1,2017-04-18 11:30:18.573586,38.729017,-9.149932,0101000020E61000006C3F19E3C34C22C0309DD66D505D4340
17785107,1079,103885214,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,1,1.0,,21.0,,Lisboa Tu & Eu Hostel - IV,2017-04-18 11:30:18.571233,38.709704,-9.133505,0101000020E610000078B471C45A4422C092EBA694D75A4340
18134682,1079,4452933,Shared room,,Lisbon,,Misericórdia,0,0.0,1,1.0,,28.0,,Bed in Dorm Room 7,2017-04-18 11:30:18.569043,38.712049,-9.145175,0101000020E6100000C364AA60544A22C02313F06B245B4340
11014997,1079,32344156,Shared room,,Lisbon,,Misericórdia,31,4.5,2,1.0,,15.0,,Single Bed in Elegant Dormitory,2017-04-18 11:30:18.566743,38.713646,-9.150002,0101000020E610000050ABE80FCD4C22C0EA758BC0585B4340
14708916,1079,91501272,Shared room,,Lisbon,,Santo António,15,4.0,4,1.0,,11.0,,10 euro LOW COST HOSTEL MARQUES GARDENS 4 BED DORM,2017-04-18 11:30:18.563418,38.723987,-9.146613,0101000020E61000003F56F0DB104B22C055DD239BAB5C4340
11693356,1079,28812904,Shared room,,Lisbon,,Santa Maria Maior,3,4.5,1,1.0,,11.0,,Lisbon Cozy Flat - Bunk Beds 7,2017-04-18 11:30:18.560943,38.711736,-9.136816,0101000020E61000009A232BBF0C4622C064B14D2A1A5B4340
18154378,1079,124601372,Shared room,,Lisbon,,Santo António,1,0.0,4,1.0,,19.0,,Brother`s Hostel,2017-04-18 11:30:18.556450,38.726999,-9.14532,0101000020E6100000D1E80E62674A22C0C39CA04D0E5D4340
8513276,1079,6855202,Shared room,,Lisbon,,Santo António,2,0.0,1,1.0,,22.0,,Bed in a 6 mixed dorm shared wc,2017-04-18 11:30:18.552108,38.723344,-9.146837,0101000020E61000007DAF21382E4B22C000E14389965C4340
11584564,1079,61255540,Shared room,,Lisbon,,Arroios,14,4.5,5,1.0,,12.0,,Hostel Seven Hills - Sant´ana Room,2017-04-18 11:30:18.549696,38.727832,-9.135428,0101000020E6100000E5EC9DD1564522C0BB7D5699295D4340
13238110,1079,74013803,Shared room,,Lisbon,,Arroios,0,0.0,4,1.0,,38.0,,Economy Quadruple Room,2017-04-18 11:30:18.547325,38.735025,-9.135242,0101000020E61000005D177E703E4522C0075F984C155E4340
13853878,1079,77663975,Shared room,,Lisbon,,Santa Maria Maior,4,5.0,10,1.0,,14.0,, Lisboa Destino Hostel - dormitórios ,2017-04-18 11:30:18.544910,38.715801,-9.141873,0101000020E6100000EE5EEE93A34822C0D8B8FE5D9F5B4340
13995282,1079,77967946,Shared room,,Lisbon,,Areeiro,0,0.0,2,1.0,,22.0,,RARE - Rent A Room E-Commerce,2017-04-18 11:30:18.542462,38.746485,-9.130219,0101000020E6100000BAA29410AC4222C02FFA0AD28C5F4340
17608815,1079,3624045,Shared room,,Lisbon,,Misericórdia,0,0.0,2,1.0,,16.0,,Couchsurf in central Lisbon,2017-04-18 11:30:18.537350,38.708071,-9.148776,0101000020E610000001DC2C5E2C4C22C07D1F0E12A25A4340
13128728,1079,49273694,Shared room,,Lisbon,,Alvalade,0,0.0,1,1.0,,11.0,,Lugar de garagem para arrendar!,2017-04-18 11:30:18.535047,38.75477,-9.167945,0101000020E6100000AE0D15E3FC5522C03F00A94D9C604340
7465447,1079,704061,Shared room,,Lisbon,,Avenidas Novas,4,3.5,6,1.0,,18.0,,Room in Lisbon center,2017-04-18 11:30:18.531705,38.735061,-9.15451,0101000020E610000057CF49EF1B4F22C054C8957A165E4340
5985572,1079,8203783,Shared room,,Lisbon,,Areeiro,3,4.5,1,1.0,,22.0,,Great room in cozy shared apartment,2017-04-18 11:30:16.382452,38.741473,-9.138143,0101000020E6100000B857E6ADBA4622C0FAEE5696E85E4340
17096560,1079,107813252,Shared room,,Lisbon,,Areeiro,2,0.0,4,1.0,,18.0,,Beautiful room near Lisbon Center,2017-04-18 11:30:16.380197,38.739292,-9.132256,0101000020E61000004966F50EB74322C0E318C91EA15E4340
17536753,1079,118544523,Shared room,,Lisbon,,Santa Maria Maior,2,0.0,6,1.0,,16.0,,"Sky Beds Lisbon | Downtown Lisbon, Heart of City",2017-04-18 11:30:16.378127,38.711398,-9.136818,0101000020E61000001D0247020D4622C04C38F4160F5B4340
16618228,1079,109696496,Shared room,,Lisbon,,Campolide,0,0.0,6,1.0,,16.0,,"Beliches Campolide,  ""Hoteldarte """,2017-04-18 11:30:16.375961,38.726608,-9.168177,0101000020E6100000F8E0B54B1B5622C08881AE7D015D4340
290912,1079,1489229,Shared room,,Lisbon,,Campolide,27,4.5,1,1.0,,11.0,,shared dorm in shared appartment,2017-04-18 11:30:16.373245,38.727478,-9.166483,0101000020E610000010AE80423D5522C09D47C5FF1D5D4340
12268067,1079,66077974,Shared room,,Lisbon,,Arroios,84,5.0,1,1.0,,15.0,,Be Lisbon Hostel,2017-04-18 11:30:16.370978,38.731514,-9.138977,0101000020E6100000DACA4BFE274722C077483140A25D4340
17005602,1079,1379661,Shared room,,Lisbon,,Santa Maria Maior,0,0.0,4,1.0,,22.0,,Bed in a 4-bed dorm @ This Is Lisbon Hostel,2017-04-18 11:30:16.368843,38.71556,-9.133353,0101000020E6100000A0A52BD8464422C0B3295778975B4340
18002891,1079,25913998,Shared room,,Lisbon,,Arroios,0,0.0,1,1.0,,16.0,,ROOM GANI Bairo Alto two,2017-04-18 11:30:16.366273,38.725438,-9.133958,0101000020E61000003C139A24964422C048A30227DB5C4340
16346614,1079,99226664,Shared room,,Lisbon,,Marvila,0,0.0,1,1.0,,16.0,,1 bed in 2 beds room. Lisbon red line metro.,2017-04-18 11:30:16.363902,38.755217,-9.113912,0101000020E6100000703E75AC523A22C00E315EF3AA604340
14677099,1079,89310636,Shared room,,Lisbon,,Olivais,11,4.0,1,1.0,,20.0,,#1 Cama Incrível com Café da Manhã,2017-04-18 11:30:16.361661,38.760942,-9.105936,0101000020E610000028F04E3E3D3622C09013268C66614340
11836150,1079,53320272,Shared room,,Lisbon,,Avenidas Novas,6,4.0,6,1.0,,16.0,,Swallow Hostel 5 sinta-se em casa!,2017-04-18 11:30:16.358692,38.732784,-9.148877,0101000020E6100000D1402C9B394C22C01B84B9DDCB5D4340
14719962,1079,40574313,Shared room,,Lisbon,,Avenidas Novas,3,5.0,4,1.0,,13.0,,Lisbon Forever Hostel 4 Beds Dorm (Breakfast),2017-04-18 11:30:16.351184,38.733028,-9.152479,0101000020E610000050A73CBA114E22C0B1868BDCD35D4340
9019478,1079,46762399,Shared room,,Lisbon,,Avenidas Novas,11,4.5,6,1.0,,16.0,,Shared mixed bunkbed room 2,2017-04-18 11:30:16.347325,38.729899,-9.148684,0101000020E61000007EE02A4F204C22C00A3197546D5D4340
12826411,1079,6981742,Shared room,,Lisbon,,Alvalade,11,5.0,1,1.0,,15.0,,DormBed2 in Nesha Guesthouse Lisbon,2017-04-18 11:30:16.344163,38.745865,-9.133706,0101000020E6100000D68EE21C754422C0931D1B81785F4340
16811978,1079,35989446,Shared room,,Lisbon,,Olivais,4,4.5,2,1.0,,25.0,,Daybed close to airport and Parque das Nações,2017-04-18 11:30:16.340836,38.771122,-9.111228,0101000020E61000008ACC5CE0F23822C0F19C2D20B4624340
9317561,1079,48360716,Shared room,,Lisbon,,Arroios,11,4.5,4,1.0,,11.0,,Quarto Dormitório Partilhado Centro de Lisboa,2017-04-18 11:30:16.335741,38.7297,-9.139511,0101000020E610000051DD5CFC6D4722C013F241CF665D4340
