room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7776066,12771657,Shared room,,Misericórdia,4,4.0,6,1.0,24.0,,38.713706,-9.145412,2016-12-27 01:34:30.081061
3420550,5799522,Shared room,,Santo António,10,4.0,9,1.0,37.0,,38.723686,-9.142573,2016-12-27 01:34:28.644936
11014997,32344156,Shared room,,Misericórdia,29,4.5,2,1.0,34.0,,38.713646,-9.150002,2016-12-27 01:34:28.598247
2557813,13060370,Shared room,,Arroios,0,0.0,2,1.0,32.0,,38.72767,-9.142681,2016-12-27 01:34:26.700053
10397682,32344156,Shared room,,Misericórdia,14,5.0,8,1.0,33.0,,38.714696,-9.148736,2016-12-27 01:34:26.502163
14245530,12771657,Shared room,,Misericórdia,8,4.5,6,1.0,25.0,,38.713406,-9.143501,2016-12-27 01:34:24.628884
13220202,73826302,Shared room,,Arroios,12,4.5,3,1.0,28.0,,38.728488,-9.142226,2016-12-27 01:34:24.532729
3648252,6401752,Shared room,,Areeiro,36,4.0,4,1.0,33.0,,38.737871,-9.134375,2016-12-27 01:34:24.440398
12262991,6981742,Shared room,,Alvalade,4,4.5,2,1.0,22.0,,38.745851,-9.135649,2016-12-27 01:34:24.391602
3123304,8488955,Shared room,,Arroios,0,0.0,2,1.0,431.0,,38.721617,-9.136208,2016-12-27 01:34:23.414069
2982735,15212100,Shared room,,Santa Clara,0,0.0,2,1.0,323.0,,38.779781,-9.145947,2016-12-27 01:34:23.336579
3110303,15806678,Shared room,,Arroios,0,0.0,2,1.0,431.0,,38.732262,-9.134285,2016-12-27 01:34:23.199160
3049237,15020890,Shared room,,Areeiro,0,0.0,1,1.0,157.0,,38.738405,-9.134452,2016-12-27 01:34:18.258463
13514728,77597089,Shared room,,Lumiar,0,0.0,2,1.0,162.0,,38.761582,-9.170725,2016-12-27 01:34:18.213968
9938813,51081248,Shared room,,Santo António,0,0.0,8,1.0,108.0,,38.716109,-9.144013,2016-12-27 01:34:15.056987
349975,1466881,Shared room,,Santo António,0,0.0,4,1.0,108.0,,38.725445,-9.143818,2016-12-27 01:34:15.043379
1006509,5534910,Shared room,,Santo António,0,0.0,8,1.0,108.0,,38.715926,-9.144646,2016-12-27 01:34:15.040763
12868601,67452133,Shared room,,Arroios,0,0.0,10,1.0,108.0,,38.73144,-9.135025,2016-12-27 01:34:14.979985
13315683,67452133,Shared room,,Arroios,0,0.0,5,1.0,87.0,,38.729719,-9.136937,2016-12-27 01:34:12.783978
14568112,89310636,Shared room,,Olivais,4,3.0,4,1.0,77.0,,38.759296,-9.104388,2016-12-27 01:34:10.142950
13561521,67452133,Shared room,,Arroios,0,0.0,3,1.0,80.0,,38.731113,-9.135176,2016-12-27 01:34:10.140064
13494688,25247387,Shared room,,São Domingos de Benfica,0,0.0,6,1.0,75.0,,38.749924,-9.18757,2016-12-27 01:34:10.076182
14124864,67452133,Shared room,,Arroios,0,0.0,4,1.0,75.0,,38.729892,-9.134972,2016-12-27 01:34:10.069658
15964951,102552916,Shared room,,Arroios,0,0.0,2,1.0,75.0,,38.715946,-9.138777,2016-12-27 01:34:10.067067
4686135,24225052,Shared room,,Areeiro,9,5.0,4,1.0,52.0,,38.73886,-9.128114,2016-12-27 01:34:08.485970
8946600,46762399,Shared room,,Avenidas Novas,1,0.0,3,1.0,60.0,,38.730823,-9.148878,2016-12-27 01:34:08.475507
14348377,84472028,Shared room,,São Vicente,0,0.0,5,1.0,58.0,,38.715985,-9.119991,2016-12-27 01:34:08.472586
12533315,67897539,Shared room,,Parque das Nações,9,4.5,3,1.0,43.0,,38.782413,-9.09824,2016-12-27 01:34:08.456597
13238110,74013803,Shared room,,Arroios,0,0.0,4,1.0,47.0,,38.735025,-9.135242,2016-12-27 01:34:08.430895
14568376,89310636,Shared room,,Olivais,7,3.5,3,1.0,50.0,,38.759804,-9.106148,2016-12-27 01:34:08.386734
2382263,11481927,Shared room,,São Vicente,4,5.0,6,1.0,19.0,,38.713416,-9.129443,2016-12-27 01:34:05.813126
11693442,28812904,Shared room,,Santa Maria Maior,16,4.5,1,1.0,10.0,,38.710105,-9.136448,2016-12-27 01:34:05.807207
9965933,34808147,Shared room,,Estrela,7,4.0,1,1.0,10.0,,38.706163,-9.168183,2016-12-27 01:34:05.795981
12070760,64460695,Shared room,,Estrela,0,0.0,6,1.0,14.0,,38.706692,-9.158141,2016-12-27 01:34:05.669122
11693356,28812904,Shared room,,Santa Maria Maior,3,4.5,1,1.0,10.0,,38.711736,-9.136816,2016-12-27 01:34:05.614662
11693115,28812904,Shared room,,Santa Maria Maior,5,3.5,1,1.0,10.0,,38.712146,-9.13674,2016-12-27 01:34:05.608392
4316574,22408769,Shared room,,Santa Maria Maior,33,4.0,6,1.0,16.0,,38.714426,-9.137398,2016-12-27 01:34:05.573453
14297674,86685076,Shared room,,Santa Maria Maior,3,3.0,2,1.0,27.0,,38.717797,-9.13411,2016-12-27 01:34:05.518182
5823046,29676067,Shared room,,Misericórdia,34,4.5,12,1.0,14.0,,38.713585,-9.145194,2016-12-27 01:34:05.421836
9577152,49576492,Shared room,,Misericórdia,0,0.0,8,1.0,20.0,,38.708614,-9.143986,2016-12-27 01:34:03.839897
12070663,64460695,Shared room,,Estrela,3,4.0,7,1.0,13.0,,38.70661,-9.158411,2016-12-27 01:34:03.837606
5392355,5799522,Shared room,,Santo António,0,0.0,6,1.0,22.0,,38.722539,-9.144064,2016-12-27 01:34:03.826680
2376711,11481927,Shared room,,São Vicente,5,4.0,4,1.0,19.0,,38.713841,-9.130053,2016-12-27 01:34:03.822486
5985572,8203783,Shared room,,Areeiro,3,4.5,1,1.0,22.0,,38.741473,-9.138143,2016-12-27 01:34:03.787511
11836748,53320272,Shared room,,Avenidas Novas,5,4.0,8,1.0,16.0,,38.733844,-9.150675,2016-12-27 01:34:03.784946
697493,3573506,Shared room,,Campo de Ourique,0,0.0,10,1.0,14.0,,38.717711,-9.156486,2016-12-27 01:34:03.779800
13556777,77905788,Shared room,,Arroios,0,0.0,7,1.0,14.0,,38.734037,-9.133879,2016-12-27 01:34:03.769688
11838855,53320272,Shared room,,Avenidas Novas,0,0.0,6,1.0,16.0,,38.734156,-9.150111,2016-12-27 01:34:03.753896
13128728,49273694,Shared room,,Alvalade,0,0.0,1,1.0,10.0,,38.75477,-9.167945,2016-12-27 01:34:03.751400
11603227,61255540,Shared room,,Arroios,6,4.0,10,1.0,10.0,,38.727146,-9.135652,2016-12-27 01:34:03.740604
5803849,24225052,Shared room,,Areeiro,1,0.0,4,1.0,19.0,,38.738725,-9.129227,2016-12-27 01:34:03.726036
290912,1489229,Shared room,,Campolide,27,4.5,1,1.0,10.0,,38.727478,-9.166483,2016-12-27 01:34:03.722885
8954685,46550307,Shared room,,Santo António,1,0.0,8,1.0,14.0,,38.717113,-9.145,2016-12-27 01:34:03.712811
11839628,53320272,Shared room,,Avenidas Novas,2,0.0,10,1.0,16.0,,38.733829,-9.149238,2016-12-27 01:34:03.693321
12070865,64460695,Shared room,,Estrela,1,0.0,6,1.0,14.0,,38.707347,-9.156651,2016-12-27 01:34:03.673678
9018579,46762399,Shared room,,Avenidas Novas,7,4.5,6,1.0,18.0,,38.728595,-9.14988,2016-12-27 01:34:01.806969
12041448,64460695,Shared room,,Estrela,1,0.0,6,1.0,14.0,,38.706957,-9.15661,2016-12-27 01:34:01.803758
11692742,28812904,Shared room,,Santa Maria Maior,2,0.0,1,1.0,15.0,,38.711958,-9.13677,2016-12-27 01:34:01.793390
2436492,12452885,Shared room,,Alcântara,0,0.0,2,1.0,38.0,,38.702893,-9.18439,2016-12-27 01:34:01.786057
11814772,53320272,Shared room,,Avenidas Novas,0,0.0,4,1.0,20.0,,38.73324,-9.148487,2016-12-27 01:34:01.733824
14933182,91501272,Shared room,,Santo António,1,0.0,8,1.0,16.0,,38.725084,-9.148648,2016-12-27 01:34:01.731443
14328744,3573506,Shared room,,Santo António,0,0.0,10,1.0,16.0,,38.719935,-9.15489,2016-12-27 01:34:01.724318
15881852,102674424,Shared room,,Arroios,0,0.0,4,1.0,10.0,,38.722308,-9.136428,2016-12-27 01:34:01.721143
13520423,77663975,Shared room,,Santa Maria Maior,1,0.0,10,1.0,14.0,,38.713968,-9.139971,2016-12-27 01:34:01.682392
6728398,28812904,Shared room,,Santa Maria Maior,3,2.5,1,1.0,10.0,,38.710566,-9.135661,2016-12-27 01:33:59.879917
6728244,28812904,Shared room,,Santa Maria Maior,8,4.5,1,1.0,10.0,,38.712452,-9.136634,2016-12-27 01:33:59.855150
11015580,32344156,Shared room,,Misericórdia,14,4.5,8,1.0,10.0,,38.714269,-9.148023,2016-12-27 01:33:59.835141
14680522,89310636,Shared room,,Olivais,2,0.0,1,1.0,20.0,,38.759867,-9.10573,2016-12-27 01:33:59.832593
14932518,91501272,Shared room,,Santo António,2,0.0,4,1.0,16.0,,38.726163,-9.148153,2016-12-27 01:33:59.822810
12826411,6981742,Shared room,,Alvalade,10,4.5,1,1.0,13.0,,38.745865,-9.133706,2016-12-27 01:33:59.820305
13219674,73826302,Shared room,,Arroios,11,4.0,4,1.0,9.0,,38.727017,-9.141158,2016-12-27 01:33:59.785868
15105023,95647411,Shared room,,Penha de França,2,0.0,1,1.0,10.0,,38.737175,-9.130092,2016-12-27 01:33:59.766211
14065542,78249982,Shared room,,Misericórdia,2,0.0,10,1.0,22.0,,38.705915,-9.14301,2016-12-27 01:33:59.763408
1179457,5799522,Shared room,,Santo António,39,4.0,16,1.0,9.0,,38.724535,-9.143821,2016-12-27 01:33:59.753228
12299979,66077974,Shared room,,Arroios,8,4.5,1,1.0,15.0,,38.732752,-9.138959,2016-12-27 01:33:59.738696
11523225,58899339,Shared room,,Avenidas Novas,2,0.0,9,1.0,22.0,,38.734229,-9.145199,2016-12-27 01:33:59.736546
2376715,11481927,Shared room,,São Vicente,38,4.5,6,1.0,16.0,,38.713968,-9.127718,2016-12-27 01:33:59.717369
14933037,91501272,Shared room,,Santo António,0,0.0,8,1.0,16.0,,38.724962,-9.147498,2016-12-27 01:33:59.673875
15537505,48360716,Shared room,,Arroios,0,0.0,4,1.0,10.0,,38.730367,-9.140124,2016-12-27 01:33:59.617077
14481264,89310636,Shared room,,Olivais,5,3.5,4,1.0,20.0,,38.759977,-9.104724,2016-12-27 01:33:57.880186
